pmid,title,year,abstract
41295239,"Identifying Risk Groups in 73,000 Patients with Diabetes Receiving Total Hip Replacement: A Machine Learning Clustering Analysis.",2025,"Background/Objective: Diabetes mellitus (DM) is a highly prevalent condition that contributes to adverse outcomes in patients undergoing total hip arthroplasty (THA). This study applied machine learning clustering algorithms to identify comorbidity profiles among diabetic THA patients and evaluate their association with postoperative outcomes. Methods: The 2015-2021 National Inpatient Sample was queried using ICD-10 CM/PCS codes to identify DM patients undergoing THA. Forty-nine comorbidities, complications, and clinical covariates were incorporated into clustering analysis. The Davies-Bouldin and Calinski-Harabasz indices determined the optimal number of clusters. Multivariate logistic regression assessed risk of non-routine discharge (NRD), and Kruskal-Wallis H testing evaluated length-of-stay (LOS) differences. Results: A total of 73,606 patients were included. Six clusters were identified, ranging from 107 to 61,505 patients. Cluster 6, enriched for urinary tract infection and sepsis, had the highest risk of NRD (OR 7.83, p < 0.001) and the longest median LOS (9.0 days). Clusters 1-4 had shorter recoveries with median LOS of 2.0 days and narrow variability, while Cluster 5 showed intermediate outcomes. Kruskal-Wallis and post hoc testing confirmed significant differences across clusters (p < 0.001). Conclusions: Machine learning clustering of diabetic THA patients revealed six distinct groups with varied comorbidity profiles. Infection-driven clusters carried the highest risk for non-routine discharge and prolonged hospitalization. This approach provides a novel framework for risk stratification and may inform targeted perioperative management strategies."
41294727,NanoArrayPAD-X: Nanoprobe Array and 3D-microPAD for the Simultaneous Detection of Respiratory Pathogens and Biomarkers at the Point of Care.,2025,"Microfluidic paper-based analytical devices (microPADs) are ideal for point-of-care diagnostics due to their low cost, compact size, and ease of use. However, current designs have limited multiplexing capabilities, making it difficult to simultaneously detect pathogens and biomarkers in the same sample. In this work, we introduce NanoArrayPAD-X, a novel microPAD design that combines wax-printed microfluidic networks with an array of nanoprobes for the simultaneous detection of multiple targets. This is achieved by distributing the sample through the microfluidic network containing X detection areas. There, targets are captured through physical interactions and recognized by specific antibody-coated nanoprobes released from the nanoprobe array. This generates X dots whose color depends on the concentration of the targets in the sample. A NanoArrayPAD-5 platform capable of detecting five targets was developed to aid in the diagnosis of ventilator-associated pneumonia (VAP). The sensor array could detect Pseudomonas aeruginosa, Klebsiella pneumoniae, Staphylococcus aureus, Escherichia coli, and the inflammatory biomarker myeloperoxidase (MPO) with a total turnaround time of 25 min, which is faster than waiting for an overnight culture and the results of an ELISA. Notably, our prototype successfully detected the targets in 87 bronchial aspirate (BAS) specimens, thus demonstrating the suitability of the platform for analyzing complex samples with sputum-like qualities. These findings establish NanoArrayPAD-X as a promising tool for the rapid, multiplexed screening of respiratory pathogens and biomarkers, with potential for guiding personalized antimicrobial therapy in suspected cases of nosocomial pneumonia."
41294166,The difference in hematocrit and albumin levels and the risk of sepsis for patients with acute pancreatitis: a retrospective cohort study based on the MIMIC-IV database.,2025,"BACKGROUND: Acute pancreatitis (AP) is a major cause of gastrointestinal hospitalization, with an annual global incidence of 3.07%. Severe AP develops in up to 20% of cases, with sepsis occurring in 40-70% of such cases, leading to higher mortality. The early detection of sepsis is crucial. Hematocrit (HCT) and albumin (ALB) levels are individually linked to sepsis. Their combined measure, HCT-ALB, indicates blood and nutritional health. HCT-ALB can predict sepsis and infection outcomes; however, its effectiveness in treating AP-related sepsis has not been investigated. OBJECTIVE: This study aimed to examine the association between HCT-ALB values and sepsis risk in patients with AP. METHODS: This retrospective cohort study used Medical Information Market for Intensive Care IV database data. The primary outcome was the risk of sepsis in patients with AP. The HCT-ALB value refers to the difference between HCT and ALB levels, which we categorized into three groups according to quantiles: < 0.5, 0.5-7.6, and >/= 7.6. Logistic regression models were used to assess the association between HCT-ALB values and sepsis. The predictive value of HCT-ALB was assessed using a receiver operating characteristic curve. Subgroup analyses were conducted for different subgroups. RESULTS: Among 565 patients with AP, 163 developed sepsis. In the multivariable model, HCT-ALB >/= 7.60 was associated with sepsis risk for patients with AP [odds ratio (OR) 1.82, 95% confidence interval (CI) 1.06-3.14]. The area under the curve (AUC) value of HCT-ALB in predicting sepsis risk among patients with AP was 0.599 (95% CI 0.544-0.654), which was higher than that of the bedside index for severity in acute pancreatitis score (AUC 0.558, 95% CI 0.509-0.607). Subgroup analysis showed that HCT-ALB was only related to sepsis risk in male patients with acute kidney injury and Sequential Organ Failure Assessment in < 2 subgroups. CONCLUSION: HCT-ALB values >/= 7.6 were associated with increased sepsis risk in patients with AP. HCTALB may contribute to identifying the risk of sepsis in patients with AP."
41293879,Quantification of Candida spp. using fluorescence and SERS spectroscopy for bloodstream infection diagnosis.,2025,"Bloodstream infections caused by Candida spp. are among the leading hospital-acquired infections, but their diagnosis remains slow and challenging with conventional culture-based methods, which often require days to deliver results. This study aimed to develop a rapid and sensitive diagnostic strategy for the detection and quantification of Candida spp. directly from blood samples. We designed a workflow combining antibody-modified magnetic beads for pathogen isolation, magnetic SERS (surface-enhanced Raman scattering)-encoded tags for multiplexed detection, and fluorescence microscopy for rapid prescreening. Data analysis was automated using machine learning, including convolutional neural networks for image classification and self-organizing maps for spectral analysis. This method enabled the detection and quantification of seven clinically relevant Candida species (C. albicans, C. glabrata, C. tropicalis, C. auris, C. haemulonii, C. dubliniensis, and C. parapsilosis) in 7.5 mL of whole blood at septicemia-relevant concentrations as low as 2 CFU mL(-1), with the results obtained in 4-5 hours. High specificity was demonstrated, with minimal cross-reactivity against bacterial controls. This integrated approach represents a rapid, sensitive, and multiplex alternative to current diagnostics, with the potential to improve the early detection and targeted treatment of candidemia, thereby enhancing the clinical outcomes and reducing the healthcare burden."
41293540,"Serum-soluble SDC1 in septic patients is rich in heparan sulfate, which affects the ELISA quantification values.",2025,"BACKGROUND: Soluble syndecan (sSDC) 1, which is released into the blood by shedding of the SDC1 ectodomain, is a potent biomarker of various inflammatory diseases and cancers. However, the characteristics of serum sSDC1 and methods for its quantification have not been thoroughly investigated. We investigated the properties of sSDC1 in the serum of patients with sepsis and their effects on measurement values. METHODS: Serum sSDC1 levels in patients with and without sepsis were determined using dot blot analysis and enzyme-linked immunosorbent assay (ELISA). The molecular characteristics of serum sSDC1 were evaluated using western blotting and immunoprecipitation. RESULTS: Serum sSDC1 ELISA values were more clearly able to distinguish between septic and non-septic patients than dot blot intensities. Serum sSDC1 mainly exists as the derivatives of the SDC1 ectodomain with molecular masses of 150-200 and 75 kDa, which were more prevalent in septic patients than non-septic patients. The former derivatives showed significant susceptibility to heparinase III. The presence of high-molecular-weight sSDC1 (>200 kDa), immunoprecipitated with an anti-heparan sulfate (HS) antibody, was also characteristic of the serum of patients with sepsis. The 150-200 and 75 kDa forms may have been derived from this high-molecular-weight HS-rich sSDC1. Importantly, the serum sSDC1 ELISA values for patients with sepsis showed a significant increase after treatment with heparinase III. CONCLUSIONS: sSDC1 molecules generated by sepsis-induced pathological shedding may be rich in HS and heterogeneous compared to those generated by physiological shedding. The HS content affected the ELISA quantification values of serum sSDC1."
41293242,Recent advances in understanding oxidative stress in sepsis: pathogenic roles and antioxidant therapeutic prospects - a narrative review.,2025,"Sepsis remains a major global health challenge, exerting a particularly severe toll in low- and middle-income countries. Despite advances in antimicrobial and supportive care, sepsis continues to defy effective control due to its complex pathophysiology and multi-organ involvement. Central to this complexity is a dysregulated host response, driven by hyperinflammation, immune suppression, and profound mitochondrial and metabolic dysfunction. A critical mediator of this dysregulation is oxidative stress, which exacerbates cellular injury through reactive oxygen and nitrogen species, disrupting mitochondrial integrity and redox balance. This review synthesizes current insights into the mechanistic interplay between oxidative stress, mitochondrial dysfunction, and immunopathology in sepsis. It further evaluates the therapeutic potential of endogenous antioxidants, such as superoxide dismutase, catalase, and glutathione, as well as exogenous agents including vitamins A, C, E, selenium, omega-3 fatty acids, melatonin, and carnosine. While translational gaps persist, particularly in dosing, timing, and patient stratification, emerging strategies including mitochondria-targeted antioxidants, nanotherapeutics, and biomarker-guided interventions hold promise for restoring redox homeostasis and improving clinical outcomes. This review aims to serve as a contemporary resource for researchers and clinicians striving to decode the oxidative basis of sepsis and accelerate the development of precision antioxidant therapies."
41293058,The accuracy of heparin-binding protein and interleukin-6 in predicting prognosis of severe pneumonia with sepsis patients.,2025,"BACKGROUND: Early warning is critical for improving prognosis in patients with severe pneumonia-induced sepsis. Conventional biomarkers and the Sequential Organ Failure Assessment (SOFA) score have notable limitations in sensitivity, specificity, and timeliness. This study aimed to evaluate the prognostic value of serum heparin-binding protein (HBP) and interleukin-6 (IL-6), assess their correlation with clinical outcomes, and compare their predictive performance against traditional biomarkers and the SOFA score. METHODS: A total of 171 patients with severe pneumonia complicated by sepsis were enrolled and stratified into survivor (n=96) and non-survivor (n=75) groups based on 28-day mortality. Baseline characteristics, including demographic data, comorbidities, and laboratory markers-HBP, IL-6, procalcitonin (PCT), C-reactive protein (CRP), lactate (Lac)-as well as SOFA scores, were collected upon admission. Multivariate logistic regression was performed to identify independent predictors of mortality. Predictive accuracy was assessed using receiver operating characteristic (ROC) curve analysis, with pairwise comparisons of area under the curve (AUC) conducted via DeLong's test. Spearman's rank correlation was used to evaluate the association between biomarker levels and organ dysfunction severity. Statistical significance was defined as P<0.05. RESULT: Non-survivors had significantly higher HBP, IL-6, PCT, CRP, Lac, and SOFA scores than survivors (all P<0.05). IL-6 was markedly elevated in blood culture-positive patients (P<0.05), suggesting value in detecting bloodstream infections. Multivariate analysis confirmed HBP (OR = 1.006, 95% CI:1.002-1.011), IL-6 (OR = 1.004, 95% CI:1.001-1.007), and SOFA score (OR = 1.026, 95% CI:1.145-1.484) as independent prognostic factors (all P<0.05). ROC analysis showed IL-6 had the highest AUC (0.80), followed by SOFA (0.78) and HBP (0.73), with no significant AUC differences between IL-6 and SOFA (P = 0.719) or HBP and CRP/PCT (both P>0.05). Optimal cut-offs were 55.90 ng/mL for HBP (sensitivity 82.7%, specificity 53.1%) and 32.62 pg/mL for IL-6 (sensitivity 77.3%, specificity 69.8%). HBP correlated strongest with SOFA (r=0.60, P<0.01). CONCLUSION: Serum HBP and IL-6 have comparable predictive efficacy to SOFA score and are numerically superior to PCT, CRP, and Lac. IL-6 also aids early identification of bloodstream infections. However, their cut-offs are from a single-center cohort and require external validation; combined use with SOFA score is recommended clinically."
41292579,Improving Sepsis Mortality Prediction With Machine Learning Using Full Region Synthetic Sampling Approach.,2025,"BACKGROUND AND AIMS: Sepsis is a life-threatening condition and remains a leading cause of mortality in Intensive Care Units (ICUs). Accurate mortality prediction is crucial for optimizing ICU resource allocation. However, severe class imbalance in ICU datasets hampers the generalization performance of machine learning models. METHODS: This study proposes a Full Region Synthetic Sampling Approach (FRSSA), a novel data augmentation method that dynamically balances the minority class distribution based on regional density. Additionally, we introduce Adaptive Synthetic Sampling Tuning (ASST), an optimization-based strategy that adjusts augmentation weights to enhance model performance. To evaluate model fairness and clinical utility, we propose the Balanced Performance Score (BPS), which integrates accuracy, precision, and recall for personalized ICU risk assessment. Also, we compare two augmentation strategies: (1) Pre-Splitting: Augmentation occurs before data set splitting, and (2) Post-Splitting: Augmentation is applied only to the training set to ensure fair evaluation. We utilize publicly available ICU datasets from both the MIMIC-IV and eICU-CRD databases and evaluate the performance of Random Forest, XGBoost, and LightGBM models, with hyperparameters optimized using RandomizedSearchCV on the training set. RESULTS: The Pre-Splitting strategy achieved 89.64% accuracy and an Area Under the Receiver Operating Characteristic Curve (AUROC) of 0.968, but posed a risk of test-set contamination. In contrast, the Post-Splitting strategy yielded 78.31% accuracy and an AUROC of 0.7241, ensuring better real-world generalization. The ASST mechanism optimally balanced 65% interpolation (FRSSA) and 35% expansion (FRSSA), reducing false positive rates and enhancing model fairness. CONCLUSION: FRSSA preserves regional data distribution by generating synthetic samples near the imbalanced regions. ASST dynamically adjusts augmentation ratios to maximize classification performance and generalization. The BPS score-fusion metric offers a flexible evaluation framework, accommodating varying clinical priorities in ICU settings. Our findings demonstrate that Post-Splitting augmentation with FRSSA and ASST produces a fairer and more reliable ICU mortality prediction model."
41291942,TIGRIS and EUPHRATES eventually join and provide new evidence: a narrative review of the polymyxin B hemoperfusion.,2025,"Septic shock driven by endotoxemia is associated with high mortality despite advances in supportive care. Polymyxin B hemoperfusion (PMX-HP) selectively removes circulating endotoxin and has shown variable efficacy in randomized trials. While earlier studies, such as EUPHAS, suggested benefit, subsequent trials, including ABDO-MIX and EUPHRATES, yielded neutral results, partly due to heterogeneous patient selection. The recently completed TIGRIS trial addressed these limitations by enrolling septic shock patients with intermediate endotoxin activity (EAA: 0.60-0.89) and high multiple organ dysfunction syndrome (MODS > 9) using a Bayesian design. In 151 evaluable patients, PMX-HP achieved the primary endpoint, with a 95.3% posterior probability of 28-day survival benefit (adjusted odds ratio [OR]: 0.67; absolute risk reduction [ARR] 6.4%). At 90 days, mortality reduction was greater (ARR: 17.4%; adjusted OR: 0.54; > 99% posterior probability of benefit), corresponding to a number needed to treat of 8.1. These results support the targeted use of PMX-HP in a biomarker-defined subgroup and may facilitate broader regulatory approval."
41290778,Serum zinc dynamics as a diagnostic and immunomodulatory biomarker in neonatal sepsis.,2025,"This study aimed to investigate serum zinc levels in term neonates with sepsis, evaluate its correlation with immune parameters, and assess zinc's diagnostic efficacy in identifying neonatal sepsis. A prospective cohort study was conducted, involving two groups: 52 neonates diagnosed with sepsis who were admitted to the neonatal intensive care unit (NICU) of our hospital between January 2022 and June 2023, and 50 healthy controls matched for gestational age and birth weight. Serum zinc levels, cytokine profiles, and C-reactive protein (CRP) were measured in both cohorts. No statistically significant differences were observed in baseline characteristics between the sepsis group (n = 52) and the healthy controls group (n = 50). Neonates with sepsis exhibited significantly lower serum zinc levels compared to controls (52.6 +/- 17.4 microg/dL vs. 83.2 +/- 21.4 microg/dL, P < 0.05), alongside markedly elevated pro-inflammatory cytokine levels (interleukin-6 [IL-6], interleukin-8 [IL-8], interleukin-10 [IL-10], and interleukin-12 [IL-12]). Spearman correlation analysis revealed significant associations: serum zinc levels showed a strong negative correlation with IL-6 (r = -0.510, P < 0.05) and IL-8 (r = -0.625, P < 0.05), while a positive correlation was observed with IL-12 (r = 0.627, P < 0.05). Receiver Operating Characteristic (ROC) curve analysis demonstrated serum zinc's moderate diagnostic utility for neonatal sepsis (area under the curve [AUC] = 0.812, P < 0.0001), with a sensitivity of 78% and a specificity of 76.9%, respectively. These findings highlight zinc's potential role in sepsis pathophysiology and diagnostic utility, despite its inferior performance compared to CRP (AUC = 0.865, P < 0.0001). Our findings demonstrate an inverse correlation between serum zinc levels and inflammatory response intensity in neonatal sepsis. Zinc deficiency may serve as a diagnostic biomarker, given its significant negative association with pro-inflammatory cytokine profiles (IL-6, IL-8, and IL-12) and its moderate predictive accuracy for disease detection."
41290495,"Artificial intelligence in neonatal sepsis: Scope, challenges, and potential solutions!",2026,"Neonatal sepsis remains a major cause of neonatal deaths globally. Despite advances, accurate and timely diagnosis is hindered by the limited performance of the current clinical approaches, imperfect laboratory biomarkers, and long turnaround time of blood cultures. Artificial intelligence (AI), with its ability to identify patterns and learn continuously (machine learning), seems promising. Basic steps in model development include data filtration, train: test split, feature selection, choosing appropriate algorithms, and evaluating performance using a reference standard. In neonatal sepsis, the role of AI spans from predicting sepsis and related outcomes to formulating an individualized treatment approach for the neonate. Existing models, largely from high-income countries, report encouraging diagnostic accuracy but face methodological limitations, lack external validation, and remain somewhat distant from bedside application. Additional barriers to their generalizability include lack of uniform definition of sepsis, variations in disease and pathogen profiles in different settings (particularly in developing countries), availability of electronic health data, tweaks in feature selection, and ethical and legal challenges. This review synthesizes current evidence, highlights gaps, and outlines priorities for future research. We call for a collaborative effort from AI and neonatal experts to devise robust, context-specific solutions."
41289621,A review on pathological implications and therapeutic interventions of sepsis-associated encephalopathy.,2026,"Sepsis-associated encephalopathy (SAE) is a serious form of acute cerebral dysfunction that is seen in the ICU and is characterised by high mortality and long-term neuropsychiatric disabilities. This condition is not caused by a direct central nervous system infection; instead, it develops through a complex cascade of the systemic inflammatory response involving cytokine release, mitochondrial dysfunction, oxidative damage, and disruption of the blood-brain barrier. Since there are no approved drugs that specifically protect the brain during the development of SAE, natural and synthetic compounds that modulate a variety of target sites offer a highly attractive therapeutic option. This review integrates preclinical findings from rodent models of SAE induced by lipopolysaccharide (LPS) and cecal-ligation-and-puncture (CLP) models. The findings suggest that certain plant-derived phytochemicals, along with various investigational agents, have effective neuroprotective activity and target the complex pathophysiology of SAE in a multi-faceted manner. These bioactive compounds efficiently suppress neuroinflammatory responses, the production of reactive species, disruption of the blood-brain barrier, and apoptosis of neuronal cells in these experimental models. These data firmly suggest that the multi-target nature of these molecules makes them highly appropriate for the treatment of SAE. Extensive translational research is now required to confirm these promising findings in human septic patient populations."
41288863,Early diagnosis of bloodstream infections by Neutrophil-Reactive Intensity (NEUT-RI): a retrospective analysis.,2025,"Bloodstream infections (BSIs) are serious conditions caused by the presence of microorganisms in the blood. Although blood culture remains the diagnostic gold standard, it is time-consuming. Neutrophil activation plays a central role in the early immune response to infection and can be quantified using the Neutrophil-Reactive Intensity (NEUT-RI) parameter, derived from hematological analyzer using the fluorescence flow cytometry technology. The purpose of this study is to evaluate NEUT-RI as an early marker of BSI and compare its diagnostic performance with standard infection biomarkers. We conducted a retrospective study involving 120 inpatients with documented BSI. Each inpatient underwent blood testing for PCT (Procalcitonin), serum CRP (C-Reactive Protein), WBCs (White Blood Cells), neutrophil absolute count within 12 h prior to blood culture sampling. NEUT-RI values were retrieved from the complete blood count. A control group of 52 inpatients with negative blood cultures was also analyzed. Median NEUT-RI was significantly higher in BSI patients than in controls (53.43 FI vs 48.65 FI; p < 0.001). ROC (Receiver Operating Characteristic) curve analysis showed an AUC (Area Under the Curve) of 0.785 for NEUT-RI, with 72.5% sensitivity and 76.9% specificity at a cut-off of 50.7 FI. Only Procalcitonin (AUC 0.882) outperformed NEUT-RI (p = 0.01). Our findings suggest that NEUT-RI increases in the early stages of bacteremia and may serve as a useful early indicator of bloodstream infection. NEUT-RI could be integrated into multi-parametric diagnostic algorithms to improve early detection of BSIs. Further studies are warranted to validate these preliminary results."
41288437,Diagnostic Accuracy of Presepsin for Early Diagnosis of Sepsis in Critically Ill Obstetrics Patients.,2025,"BACKGROUND: Sepsis is a significant maternal health issue; presepsin (sCD14-ST) has emerged as a novel biomarker for diagnosis of sepsis. AIM: The aim of this study was to evaluate the diagnostic accuracy of presepsin for prediction of sepsis in critically ill obstetric patients. METHODS: A prospective observational study was conducted in the Obstetrics Intensive Care Unit (ICU), over 18-month duration, involving 156 critically ill obstetric patients. Biomarkers including presepsin, C-reactive protein (CRP), and total leukocyte count (TLC) were measured on day 1 and day 3 of ICU admission. Presepsin was measured in serum sample by enzyme-linked immunosorbent assay (ELISA) technique using ELISA kit. RESULTS: 44.9% critically ill obstetrics patients developed sepsis in ICU. The most common comorbidity was acute kidney injury (AKI; 20.0%), and AKI was 28.5% in septic patients. Maternal death occurred in 17.9%, with a significantly higher mortality among those who had sepsis (32.9%) compared to those without sepsis (5.8%). Presepsin levels significantly increased from day 1 value of 260 pg/mL to day 3 value of 350 pg/ml, after the development of sepsis ( P < 0.001). Those who did not develop sepsis (controls) levels were decreased. Receiver operating characteristic analysis showed presepsin had good diagnostic accuracy for prediction of sepsis presepsin at a cutoff value of >/=245 pg/ml had a sensitivity of 84.6% and specificity of 80.0%, at the area under the ROC curve (AUC) = 0.892, with confidence interval of 95% (AUC day 3 > day 1). Presepsin outperformed CRP and TLC in early sepsis detection. CONCLUSION: Presepsin is a reliable early marker for sepsis in critically ill obstetric patients, with better diagnostic accuracy than CRP and TLC. Its serial monitoring may offer valuable prognostic insight."
41287109,Neutrophil-to-lymphocyte ratio predicts mortality for sepsis-induced coagulopathy: a retrospective study.,2025,"BACKGROUND: Sepsis often leads to coagulation dysfunction, potentially progressing to disseminated intravascular coagulation (DIC), leading to higher mortality. Sepsis-induced coagulopathy (SIC), an early stage of DIC, benefits from early detection and intervention. Neutrophil-to-lymphocyte ratio (NLR) predicts mortality in inflammatory diseases, but its link to SIC mortality is unclear. This study explored NLR's relevance to clinical outcomes in SIC patients. METHODS: SIC patients from the MIMIC-IV database were divided into four groups by NLR quartiles. The primary outcome was 28-day mortality, while secondary outcomes included 90-day and 1-year mortality, intensive care unit (ICU) and hospital mortality. The association between NLR and clinical outcomes in SIC patients was analyzed using Kaplan-Meier, Cox proportional hazards regression analysis, and restricted cubic spline (RCS) analysis. RESULTS: Among 5323 SIC patients (60.49% male), the median NLR was 7.64 (IQR: 4.30-14.82). The 28-day mortality rate was 16.96% (903), with a higher NLR in non-survivors (12.01 vs. 7.02, P < 0.001), and with a difference of 4.99 (95% CI 3.38-4.62; Z = 13.5). Kaplan-Meier curves showed that higher NLR was linked to increased short- and long-term mortality. Adjusted Cox proportional hazards regression analysis showed that elevated NLR was significantly associated with increased 28-day mortality (HR: 1.36; 95% CI 1.16-1.59; P < 0.001). RCS analysis indicated a J-shaped relationship between NLR and mortality, with the lowest risk at the second quartile (Q2). ROC analysis showed that NLR had modest predictive value for mortality risk, with an AUC of 0.642 (95% CI 0.622-0.663) for 28-day mortality. CONCLUSION: NLR is significantly associated with mortality in SIC patients and can predict short-and long-term mortality. This finding suggests that the NLR may be useful in identifying patients with SIC at high risk of mortality. Elevated NLR is significantly associated with increased mortality in SIC patients and can predict short-and long-term mortality. The relationship between NLR and mortality risk is J-shaped, with the lowest risk observed in the second quartile. While NLR demonstrates modest predictive value, its accessibility and ease of use make it a potentially valuable tool for early risk stratification and informing clinical decision-making in SIC patients, especially in emergencies or resource-limited settings."
41286668,Platelet-to-hemoglobin ratio as a novel prognostic biomarker in sepsis-associated AKI: a multicenter cohort study.,2025,"PURPOSE: Sepsis-Associated Acute Kidney Injury (SA-AKI) is a major complication in critically ill patients, yet early predictive biomarkers remain limited. Given the interplay between coagulation, inflammation, and microcirculatory dysfunction in SA-AKI pathogenesis. This study aimed to evaluate the association between platelet-to-hemoglobin ratio (PHR) and SA-AKI development in multicenter intensive care unit (ICU) cohorts. METHODS: We extracted patient data from the Medical Information Mart for Intensive Care IV (MIMIC-IV) and electronic Intensive Care Unit (eICU) databases. Based on Kidney Disease: Improving Global Outcomes (KDIGO) criteria, patients were stratified into AKI (n = 4,825) and non-AKI (n = 3,390) cohorts. Multiple statistical approaches-including multivariable logistic regression, propensity score matching (PSM), and inverse probability weighting (IPW)-were employed to adjust for confounders. The primary outcome was SA-AKI incidence. RESULTS: Elevated PHR was consistently associated with increased SA-AKI risk. In the adjusted logistic regression model, PHR remained independently predictive (OR 1.06, 95% CI: 1.05-1.07; P < 0.001). This association was validated through PSM (OR 1.12, 95% CI: 1.11-1.13; P < 0.001) and IPW (OR 1.03, 95% CI: 1.02-1.03; P < 0.001). The incidence of AKI significantly increases when PHR > 20. Generalized additive model (GAM) analysis revealed a linear correlation between PHR > 22 and SA-AKI mortality (P < 0.001), though PHR showed no significant association with AKI severity (P = 0.029). Our study demonstrates that the emerging biomarker PHR alone achieved an AUC of 0.845 for prognostic prediction and 0.584 for diagnostic performance. When combined with SOFA and SAPS-II, the prognostic model (Model 4) significantly improved (AUC = 0.906 and 0.713), outperforming individual components. CONCLUSIONS: PHR demonstrates a statistically significant association with SA-AKI risk in our analyses, its modest discriminative capacity highlights its role as a complementary rather than standalone predictor. These findings support further validation of PHR as a pragmatic biomarker to identify high-risk sepsis patients who may benefit from intensified hemodynamic or coagulation monitoring. CLINICAL TRIAL NUMBER: Not applicable. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1186/s12882-025-04640-z."
41286089,Development and validation of a machine learning model for predicting mortality risk in veno-arterial extracorporeal membrane oxygenation patients.,2025,"This study aims to develop and validate a machine learning-based mortality risk prediction model for V-A ECMO patients to improve the precision of clinical decision-making. This multicenter retrospective cohort study included 280 patients receiving V-A ECMO from the Second Affiliated Hospital of Guangxi Medical University, Yulin First People's Hospital, and the MIMIC-IV database. The data from the Second Affiliated Hospital of Guangxi Medical University and the MIMIC-IV database were merged and randomly divided in a 7:3 ratio into a training set and an internal validation set, respectively. The dataset from Yulin First People's Hospital was reserved as an external validation cohort. The primary study outcome was defined as in-hospital mortality.Feature selection was conducted using Lasso regression, followed by the development of six machine learning models: Logistic Regression, Random Forest (RF), Deep Neural Network (DNN), Support Vector Machine (SVM), LightGBM, and CatBoost. Model performance was assessed using the Area Under the Curve (AUC), accuracy, sensitivity, specificity, and F1 score. Model validation was performed through calibration and decision curve analysis. Feature importance was evaluated using SHAP, and subgroup analysis was conducted to assess the model's applicability across different clinical scenarios. In internal validation, the Logistic Regression model performed the best, with an AUC of 0.86 (95% CI: 0.77-0.93), accuracy of 0.76, sensitivity of 0.73, specificity of 0.79, and an F1 score of 0.73. It outperformed other models (RF: AUC = 0.79, DNN: AUC = 0.78, SVM: AUC = 0.76, LightGBM: AUC = 0.71, CatBoost: AUC = 0.77). External validation yielded consistent results, with the Logistic Regression model's AUC at 0.75 (95% CI: 0.56-0.92), accuracy of 0.69, sensitivity of 0.64, specificity of 0.73, and an F1 score of 0.66. Calibration curve analysis revealed that the Logistic Regression model had the lowest Brier score (0.1496), indicating the most reliable predicted probabilities. Decision curve analysis demonstrated that the model provided the highest net benefit across most decision thresholds. SHAP analysis identified lactate, age, and albumin as key predictors of mortality, with lactate and age positively correlated, and albumin negatively correlated. Subgroup analysis revealed better performance in the cardiac arrest group (AUC = 0.81), non-sepsis group (AUC = 0.75), and non-diabetes group (AUC = 0.78). The Logistic Regression-based mortality risk prediction model for V-A ECMO patients demonstrated comparable or even favorable performance to more complex machine learning models, with the advantage of higher interpretability.By explicitly incorporating lactate, age, and albumin as the principal predictors, this model facilitates precise risk stratification and provides practical support for clinical decision-making in ECMO management."
41285675,Sepsis management in the antimicrobial resistance era.,2025,"INTRODUCTION: Sepsis is a leading cause of death worldwide. Its lethality, along with the complexity of diagnosis and treatment, is worsened by rising antibiotic resistance. Managing sepsis and septic shock is challenging, as underlying conditions can limit the reliability of many biomarkers used for early diagnosis. AREAS COVERED: This review comprehensively overviews the epidemiologic characteristics of sepsis, with particular emphasis on the key biomarkers used to support early diagnosis. Additionally, it explores emerging techniques for rapid microbiological identification of sepsis caused by multidrug- resistant organisms and evaluates the effectiveness of newly introduced antibiotics. EXPERT OPINION: In severe cases progressing to septic shock, timely and accurate diagnosis is critical. It is mandatory to make every effort to shorten the time to diagnosis in order to enable appropriate supportive care and targeted antibiotic therapy. In this context, novel microbiological diagnostic methods should be considered to facilitate early detection of multidrug-resistant organisms and promote the initiation of effective empiric antibiotic treatment. Furthermore, the development of new molecules with innovative mechanisms of action, alongside therapeutic strategies targeting specific patterns of the immune response, is expected to improve the patient survival rates."
