pmid,title,year,abstract
15637985,[C-reactive protein concentrations during initial (empiric) treatment of neonatal sepsis].,2001,"INTRODUCTION: Neonatal septicaemia is characterized by high mortality so that intravenous antibiotics must be administered on clinical suspicion. Initial antibiotic therapy, before the results of microbiological evaluation, is based on empirical data in regard to sensitivity of prevalent bacterial strains. In the past years, aetiological causes of neonatal sepsis have been changed with an increased bacterial resistance to the usual combination of initial antibiotics. AIM: We compared changes of serum C-reactive protein (CRP) concentrations in neonates with proven neonatal sepsis in response to initial antibiotic therapy (inappropriate or appropriate). Our hypothesis was that changes of CRP levels during the first 48 hours of treatment and before microbiologic results could be useful in evaluation of effectiveness of empiric antibiotics. METHODS: Our prospective study included all neonates with suspected sepsis referred to our Intensive Care Unit from January 1992 to December 1996. Neonates received ampicillin and gentamycin/or amikacin (during the first week of life), while infants older than 7 days of life were given combination of cloxacillin and aminoglycozides. In patients with late neonatal sepsis who also had meninigitis, cloxacillin was substituted with ampicillin. Microbiological identification was performed with routine bacteriological methods. Susceptibility of isolated bacterial strains to antibiotics was performed by Kirby-Bauer disc-diffusion method. Serum concentration of CRP was measured by immunoturbidimetry (Turbox CRP, Orion Diagnostica) and CRP concentration higher than 20 mg/l was regarded as elevated. Blood sampling for CRP measurements were taken before the treatment (CRP0), and during the first (CRP1) and second (CRP2) day of empiric therapy. The interval between sampling was from 12 to 24 hours. RESULTS: A total of 1520 neonates were evaluated during this study period and 47 patients fulfilled criteria for final analysis. In 14 of 47 patients initial antibiotic treatment was inappropriate. The most frequent resistant strains was KI. pneumoniae (6) followed with St. aureus (4), E. coli (2) and Pseudomonas (2). During initial evaluation six patients had concomitant meningitis while two had concomitant septic arthritis and two necrotizing enterocolitis, respectively. Seven (50%) of 14 patients with non-adequate initial treatment died. In 33 cases of adequately treated septicaemia the course was uncomplicated and no lethal outcome was observed. In the first group of 14 patients who received inappropriate treatment serum CRP concentations (mg/L; mean and +/- SD) were: CRP0 = 107.5 +/- 65.6; CRP1 = 155.3 +/- 75.7; CRP2 = 209.1 +/- 67.0, while in 33 repeated samples of the 33 patients in the second group who received adequate treatment the following results were recorded: CRP0 = 124.0 +/- 78.1; CRP1 = 133.8 +/- 63.5; CRP2 = 94.6 +/- 46.4. Increase in serum CRP concentration in the first group during the first 48 hours of initial non-adequate therapy was significantly higher (p = 0.015, two way ANOVA) than in the second group with appropriate treatment. During the first 24 hours of treatment increase in serum concentration of CRP was registered in 12 (85.7%) of 14 measurements in patients with non-adequate therapy and in 19 (56.7%) of 33 measurements in patients with adequate therapy. In the first group during the second day of treatment, in 11 (78.6%) of 14 cases an increase in serum CRP concentration was recorded while in 3 (14.3%) cases CRP concentration decreased. In 31 (91.2%) of 34 measurements in patients with adequate treatment CRP concentration decreased during the second day of treatment and in only 3 (8.8%) cases CRP concentration increased. With an increase in serum concentration of CRP more than 10 mg/L in the second day of antibiotic treatment, probability of non-adequate antibiotic therapy (positive predictive value) was estimated to be 77.0%. Any recorded decrease of serum CRP concentration may confirm appropriate choice of antibiotics during the second day of treatment with probability of 93.3% (negative predictive value). DISCUSSION: Measurement of serum CRP concentration is useful for diagnosis of severe neonatal sepsis. In our study all isolated bacterial strains were comparable in their ability to activate systemic inflammatory response and CRP production. It is known that serial CRP measurements during neonatal sepsis are useful in making decision to cease antibiotic treatment. The highest serum CRP concentrations were detected during the first day of illness but, in some cases even with appropriate treatment, CRP peak levels due to sustained pro-inflammatory action of interleukin-6 production could be detected even 24 hours after treatment was started. Our study showed that in patients with non-adequate initial antibiotic therapy of neonatal sepsis serum CRP concentrations increase further during the second day of treatment. By contrast, the use of appropriate antibiotic therapy in the same time period followed the significant decrease of serum CRP levels in our patients. Therefore, increase of CRP level during initial treatment, especially during the second day of treatment of neonatal sepsis should be taken as indication for replacement of initial antibiotics, even before sensitivity of microbiological causes to given antibiotics is known."
41457009,The Ability of NEWS2 to Detect Sepsis in Adult Patients With Positive Blood Cultures.,2025,"Blood stream infections are associated with high mortality and morbidity. NEWS2 is a quick scoring system including bedside measurable vital signs. This study aimed to investigate the ability of NEWS2 >/= 5p to identify sepsis, per Sepsis-3 criteria, among adult patients with community-acquired infection and positive blood cultures. It also explored if NEWS2 >/= 5p could indicate infection etiology based on bacterial species in blood culture. This retrospective study included 555 patients with positive blood cultures. 425 of 555 (76.6%) patients had sepsis. The sensitivity of NEWS2 >/= 5p for detecting sepsis was 86.6% and was not statistically associated with infection etiology. Patients with S. pneumoniae had a higher median NEWS2 score than those with other bacterial species. The 28-day mortality rate was 12.1%, and the sensitivity of NEWS2 >/= 5p for detecting 28-day mortality was 91.0%. NEWS2 >/= 5p was detected in a high proportion of sepsis cases among patients with blood stream infections, independent of bacterial species, and is a quick tool for identifying high sepsis likelihood in the emergency department."
31837132,Epidemiology and Clinical Manifestations of Listeria monocytogenes Infection.,2019,"Listeria monocytogenes is a Gram-positive pathogenic bacterium which can be found in soil or water. Infection with the organism can develop after ingestion of contaminated food products. Small and large outbreaks of listeriosis have been described. Listeria monocytogenes can cause a number of clinical syndromes, most frequently sepsis, meningitis, and rhombencephalitis, particularly in immunocompromised hosts. The latter syndrome mimics the veterinary infection in ruminants called ""circling disease"". Neonatal infection can occur as a result of maternal chorioamnionitis (""early onset"" sepsis) or through passage through a birth canal colonized with Listeria from the gastrointestinal tract. (""late onset"" meningitis). Treatment of listeriosis is usually with a combination of ampicillin and an aminoglycoside but other regimens have been used. The mortality rate is high, reflecting the combination of an immunocompromised host and an often delayed diagnosis."
25614712,Neonatal sepsis and inflammatory mediators.,2014,"Neonatal sepsis is a major cause of morbidity and mortality and its signs and symptoms are nonspecific, which makes the diagnosis difficult. The routinely used laboratory tests are not effective methods of analysis, as they are extremely nonspecific and often cause inappropriate use of antibiotics. Sepsis is the result of an infection associated with a systemic inflammatory response with production and release of a wide range of inflammatory mediators. Cytokines are potent inflammatory mediators and their serum levels are increased during infections, so changes from other inflammatory effector molecules may occur. Although proinflammatory and anti-inflammatory cytokines have been identified as probable markers of neonatal infection, in order to characterize the inflammatory response during sepsis, it is necessary to analyze a panel of cytokines and not only the measurement of individual cytokines. Measurements of inflammatory mediators bring new options for diagnosing and following up neonatal sepsis, thus enabling early treatment and, as a result, increased neonatal survival. By taking into account the magnitude of neonatal sepsis, the aim of this review is to address the role of cytokines in the pathogenesis of neonatal sepsis and its value as a diagnostic criterion."
31818709,Application of regression model combined with computer technology in the construction of early warning model of sepsis infection in children.,2020,"This paper uses computer technology combined with regression model to analyze the risk factors of children with sepsis, determine the relevant factors and establish a corresponding early warning model of sepsis, and then verify the clinical application value of the regression model. The paper collected severe infections and sepsis in children who came to our hospital from 2014 to 2018, including 129 patients with infection and 86 patients with sepsis. The general conditions, clinical symptoms, laboratory tests and other factors were used. Analysis, to identify the risk of infection development into sepsis, and use Logistic regression model combined with computer technology to construct an early warning model of sepsis. The experimental results show that early warning of sepsis is closely related to skin spots, platelets, procalcitonin, creatinine and international normalized ratio. The experiment demonstrates that the early warning model has higher sensitivity and specificity, and has higher accuracy for predicting whether infection develops into sepsis in advance, and has certain clinical value."
31934226,[Leptospirosis revealed by acute pancreatitis].,2019,"Leptospirosis is an ubiquitous anthropozoonosis particularly frequent in the tropical climate zone. It is caused by gram negative, strictly aerobic bacteria belonging to the order Spirochaetales and to the family Leptospira whose transmission usually occurs through contact with water sources contaminated with animal urine (carriers). Acute pancreatitis is a rare complication of leptospirosis; it is associated with high mortality rates. We report the case of a 66-year old patient in whom the diagnosis of leptospirosis was made after a rare complication of pancreatitis. Our patient was admitted with septic shock requiring hemodynamic and respiratory support with renal dialysis. The outcome was favorable."
41503298,Septic Myocarditis Masquerading as Acute Inferior ST-Elevation Myocardial Infarction.,2025,"Acute ST-elevation myocardial infarction (STEMI) is a rare and alarming presentation in adolescents, particularly in women. We report the case of a 16-year-old female who presented with classic symptoms of acute myocardial infarction, including severe retrosternal chest pain, ST-segment elevations on ECG, and a significantly elevated troponin I level (18 ng/mL). The ECG showed evidence of ST elevation in inferior leads, suggestive of inferior STEMI. Urgent coronary angiography revealed normal coronary arteries, effectively ruling out coronary occlusion. The diagnostic pivot was guided by concomitant fever, hypotension, profound leukocytosis (40,900/microL), and a markedly elevated procalcitonin level (11.1 ng/mL). Blood cultures were negative. A transthoracic echocardiogram revealed severe global left ventricular dysfunction (35%). Despite negative blood cultures, a diagnosis of septic shock with secondary septic myocarditis was made based on the overwhelming clinical and biomarker evidence. Initiation of antibiotic therapy led to rapid clinical improvement within 72 hours, accompanied by complete resolution of ST-segment elevations. This case underscores septic myocarditis as a critical mimic of STEMI and highlights the importance of a normal angiogram in redirecting management toward life-threatening infectious etiologies."
41521406,Consensus guidelines for initial management of neutropenic fever.,2025,"This update of the Australasian consensus guidelines for the initial empiric management of neutropenic fever occurs in the context of major changes in cancer treatment paradigms, as well as advances in the management of sepsis and new models of care for infections since the last version of these guidelines in 2011. Acknowledging the important role of antimicrobials in the disruption of the gut microbiome and emerging antimicrobial resistance, as well as the changing epidemiology of antimicrobial resistance more broadly, these guidelines address current evidence for optimal empiric neutropenic fever therapy. A writing group - including adult and paediatric representatives across infectious diseases, microbiology, haematology, transplant and oncology, as well as across craft groups, including medicine, nursing and pharmacy - was developed to produce and address key management questions. This was overseen by a steering committee, which included consumer representation. Using an extensive review of the literature, these guidelines provide consensus recommendations with evidence grading for initial empiric management of neutropenic fever in adults and children, including recommended investigations, antimicrobial therapy and approach to patients with beta-lactam allergy or risk factors for multidrug-resistant infection. Management beyond the first 72 h is discussed in separate chapters of this issue: the Subsequent Management (for high-risk neutropenic fever) and Ambulatory Management (for low-risk neutropenic fever) chapters."
25672684,[Novel therapeutic target in neuromyelitis optica and multiple sclerosis: high mobility group box 1 (HMGB1)].,2014,"High mobility group box 1 (HMGB1) is a nuclear protein, and released from necrotic cells. Recently, It has been known that HMGB1 is released from monocyte/macrophage, neurons, and endothelial cells, and that HMGB1 is involved in sepsis, brain infarction, etc. We have reported that HMGB1 concentrations were elevated in cerebrospinal fluid (CSF) from patients with neuromyelitis optica (NMO) and multiple sclerosis (MS) and that the elevation was significant in CSF from NMO patients. Moreover, we have also reported that experimental autoimmune encephalitis (EAE) induced in C57BL/6 mice by immunization with myelin oligodendrocyte glycoprotein peptide (35-55) showed decrease of clinical and pathological severity by treatment with monoclonal anti-HMGB1 antibody. Thus, we think that HMGB1 is associated with pathophysiology in central nervous system in NMO and MS (especially in NMO), and that HMGB1 can be a target molecule for NMO and MS."
25499512,Effect of the treatment with Achyrocline satureioides (free and nanocapsules essential oil) and diminazene aceturate on hematological and biochemical parameters in rats infected by Trypanosoma evansi.,2015,"This study aimed to verify the effect of the treatment with A. satureioides essential oil (free and nanoencapsulated forms) and diminazene aceturate on hematological and biochemical variables in rats infected by Trypanosoma evansi. The 56 rats were divided into seven groups with eight rats each. Groups A, C and D were composed by uninfected animals, and groups B, E, F and G were formed by infected rats with T. evansi. Rats from groups A and B were used as negative and positive control, respectively. Rats from the groups C and E were treated with A. satureioides essential oil, and groups D and F were treated with A. satureioides nanoencapsulated essential oil. Groups C, D, E and F received one dose of oil (1.5 mL kg(-1)) during five consecutive days orally. Group G was treated with diminazene aceturate (D.A.) in therapeutic dose (3.5 mg kg(-1)) in an only dose. The blood samples were collected on day 5 PI for analyses of hematological (erythrocytes and leukocytes count, hemoglobin concentration, hematocrit, mean corpuscular and mean corpuscular hemoglobin concentration) and biochemical (glucose, triglycerides, cholesterol, alanine aminotransferase (ALT), aspartate aminotransferase (AST), albumin, urea and creatinine) variables. A. satureioides administered was able to maintain low parasitemia, mainly the nanoencapsulated form, on 5 days post infection. On the infected animals with T. evansi treated with A. satureioides essential oil (free and nanocapsules) the number of total leucocytes, lymphocytes and monocytes present was similar to uninfected rats, and different from infected and not-treated animals (leukocytosis). Treatment with A. satureioides in free form elevated levels of ALT and AST, demonstrating liver damage; however, treatment with nanoencapsulated form did not cause elevation of these enzymes. Finally, treatments inhibited the increase in creatinine levels caused by infection for T. evansi. In summary, the nanoencapsulated form showed better activity on the trypanosome; it did not cause liver toxicity and prevented renal damage."
18470713,Procalcitonin (PCT) in patients with abdominal sepsis.,2000,"BACKGROUND: To assess the accuracy of procalcitonin as a measure of severity in patients with septic abdominal illnesses and the sepsis syndrome, to compare measurements with those of other inflammatory mediators, and to predict outcome. METHODS: We carried out a prospective clinical study from 246 patients with infective or septic episodes confirmed at laparotomy and 66 patients undergoing elective operations who acted as controls. Specimens of blood for measurement of cytokine concentrations determination were obtained daily from septic patients. In the control group specimens were obtained before operation, at the end of operation, and on each of the following days until normal recovery (day 10). Every two weeks up to 3 months for patients with metastases, who were being followed up. RESULTS: Compared with other cytokines such as tumor necrosis factor alphaa and interleukin 6 procalcitonin was closely related to the development of infective and septic complications. 59 of 246 patients (24%) with sepsis died. Procalcitonin concentrations preoperatively [median 2.05 compared with 4.2 ng/ml (p=0.08)] (Mann-Whitney U-test) did not differ, but those on the days 1,4 and at the end differed significantly [day 1: 4.9 compared with 13.8 ng/ml (p<0.01); day 4: 4.8 compared with 13.0 ng/ml (p<0.01) and 0.4 compared with 13.25 ng/ml (p<0.01) at the end of the study]. In the control group only 7 (1.6%) of all blood samples, were detected outside the normal range (up to 0.8 ng/ml). CONCLUSIONS: Procalcitonin is a new indicator of infection and sepsis. TNF and IL-6 concentrations always rise after major operations and fall in the absence of infection, indicating operative trauma. Procalcitonin is sensitive in detecting infective complications. Under routine conditions the procalcitonin concentrations seems to be valid, reproducible and detectable."
33619578,Preventing early-onset group B streptococcal sepsis: clinical risk factor-based screening or culture-based screening?,2021,"INTRODUCTION: Two strategies are available for prevention of early-onset group B streptococcal (GBS) sepsis - clinical risk factor-based screening and routine culture-based screening of pregnant women for GBS colonisation. In our hospital, we switched from the former to the latter approach in 2014. METHODS: We compared the incidence of early-onset GBS sepsis during 2001-2015 between infants born to pregnant women who were screened for GBS colonisation and those born to women who were not screened. RESULTS: Among 41,143 live births, there were nine cases of early-onset GBS sepsis. All infants with GBS sepsis were born to pregnant women who were not screened for GBS colonisation. The incidence of early-onset GBS sepsis among infants of women who were not screened was 0.41 per 1,000 live births (95% confidence interval [CI] 0.19-0.77) when compared to infants of women who were screened, for whom the sepsis incidence was zero per 1,000 live births (95% CI 0-0.19; p = 0.005). CONCLUSION: Our data suggests that routine culture-based screening of pregnant women for GBS colonisation is a better preventive strategy for early-onset GBS sepsis in neonates when compared to clinical risk factor-based screening."
41462865,Quantification of the Actin-Binding Protein Flightless-I in Human Serum by Automated Western Blot System and Investigation of Its Diagnostic Potential in Sepsis.,2025,"Background: The actin-binding protein Flightless-I (Flii) has not been quantified in the human serum yet. We aimed to determine serum Flii levels in healthy individuals and to investigate Flii as a potential marker in patients with sepsis focusing on diagnosis, organ failures, and short-term mortality. Methods: A total of 30 controls and 64 septic and 22 non-septic patients were enrolled in this follow-up study. Serum Flii levels were quantified by using the capillary electrophoresis-based Simple Western system with chemiluminescent detection. The assay was calibrated by applying dilution series of a purified recombinant human Flii standard and a parallel internal standard. Results: Flii levels of healthy controls were found between 3.5 and 8.8 mg/L, while septic and non-septic patients showed significantly lower values (p < 0.001). First-day Flii could differentiate sepsis from the non-septic inflammatory state (AUC: 0.667; p < 0.05) and indicated acute respiratory distress syndrome (ARDS) among septic patients (AUC: 0.686; p < 0.05). Furthermore, a combination of Flii and other sepsis markers seemed to offer an improved diagnostic performance (sepsis vs. non-sepsis, AUC of Flii + gelsolin (GSN) + Gc-globulin + procalcitonin: 0.974; p < 0.001 and ARDS vs. non-ARDS, AUC of Flii + GSN + presepsin: 0.776; p < 0.001) compared with single markers even in the prediction of 14-day mortality (AUC of Flii + GSN + Gc-globulin: 0.76; p < 0.001). Conclusions: We adapted a properly precise and reproducible automated Western blot method to determine concentrations of Flii in human serum. Our results revealed the relationship between Flii and sepsis; however, Flii alone did not appear to be a prominent sepsis marker. When combined with other biomarkers, measurement of serum Flightless-I may provide additional value supporting patient care."
15646662,Second transplantation from HLA 2-loci-mismatched mother for graft failure due to hemophagocytic syndrome after cord blood transplantation.,2004,"A 7-year-old girl with acute myelogenous leukemia with multilineage dysplasia received unrelated cord blood transplantation but developed hemophagocytic syndrome (HPS) after sepsis with methicillin-resistant coagulase-negative staphylococci before engraftment. Bone marrow aspiration on day 20 revealed a markedly increased number of activated macrophages showing hemophagocytosis. The presence of donor-type chimera in the bone marrow was confirmed at that time. We therefore quickly started immunosuppressive and antibacterial treatment. Although her condition gradually improved, the patient suffered graft failure due to HPS. She received peripheral blood stem cell transplantation from her HLA 2-loci-mismatched mother on day 54 and continued in complete remission 12 months after the second transplantation. The results in this case suggested that because of fetomaternal microchimerism it may be useful to select an HLA-haploidentical mother as a backup donor for stem cell transplantation."
41541878,Comparison of admitting neutrophil/lymphocyte ratio with baseline NIH stroke scale score in discriminating poor 30-day stroke outcome among Nigerian Africans.,2025,"AIM: The National Institutes of Health Stroke Scale (NIHSS) score is an established marker of stroke severity. Its use is time-consuming and requires formal training for optimal results. In contrast, the neutrophil-lymphocyte ratio (NLR), known to be independently associated with stroke outcome, can be readily calculated from routine peripheral blood counts with minimal training. We hypothesized that the NLR may perform similarly to the NIHSS score, in discriminating persons with poor 30-day stroke outcome, in a low-resource setting. METHODS: We followed up 106 participants with clinico-radiologic diagnosis of first-ever acute ischemic stroke (AIS). Patients with clinico-laboratory features of fever, aspiration pneumonia, sepsis, or infection were excluded at baseline. The NLR was obtained at admission while the functional outcome was assessed using the modified Rankin scale (mRS) score at day 30. Receiver operating characteristics (ROC) curves and Cox proportional hazards were used to determine the discriminatory ability of the NLR compared with the NIHSS score in identifying patients with poor 30-day stroke outcome (mRS > 3). The respective areas under the curves (AUC) and HRs (95%CI) were documented. RESULTS: The median interquartile range (IQR) NLR of the study population was 2.87 (3.0). Patients in the higher tertiles of NLR had higher mean standard deviation 30-day mRS scores of 4.9 (1.2) compared to the middle 3.3 (1.2) and lower tertiles 2.3 (1.2) (p < 0.001). Admitting NLR had an AUC (95% CI) of 0.83 (0.75-0.91) and HR (95%CI) of 1.19 (1.01-1.40) compared to admitting NIHSS score with AUC of 0.89 (0.84-0.95) and HR of 1.25 (1.14-1.37) in discriminating poor 30-day outcome. CONCLUSION: The NLR alone performed similarly to the NIHSS score and may help identify patients with adverse 30-day AIS outcome in low-resource settings."
15630654,Thoracodorsal artery perforator (TAP) flap reconstruction of a soft-tissue defect of the knee following below-knee amputation.,2004,"Soft-tissue coverage of lower extremity defects with thin, sensate, mobile, and durable soft tissue is challenging. Reconstructive options are further limited in the setting of a below-knee amputation. The authors present the first report of an innervated thoracodorsal artery perforator (TAP) flap for coverage of an anterior knee soft-tissue defect in a patient with bilateral below-knee amputations following disseminated meningococcemia. The soft-tissue defect measured 11 x 17 cm2 centered over the patella, and the TAP flap provided adequate pedicle length, with optimal soft-tissue thickness and pliability with the potential for innervation and minimal donor-site morbidity. Six months postoperatively, the patient is ambulating well with prostheses fitted over her well-healed, stable, knee coverage."
19997677,Septic polyarthritis caused by Erysipelothrix rhusiopathiae in a dog.,2010,"A 14-month-old, male German Shepherd dog was admitted with a six-week history of lameness and swelling of the right hindlimb. Clinical examination revealed polyarthritis, fever, petechiae and ecchymoses of the abdominal skin and prepuce. The haematology and blood chemistry were indicative of sepsis. Mediolateral radiographic views of both of the stifle joints revealed signs of bilateral articular capsule swelling. The radiographical, bacteriological and necropsy findings confirmed a diagnosis of septic polyarthritis due to infection with Erysipelothrix rhusiopathiae."
25531978,Continuous hemodiafiltration with a cytokine-adsorbing hemofilter in patients with septic shock: a preliminary report.,2014,"BACKGROUND/AIM: We investigated the clinical efficacy of continuous hemodiafiltration (CHDF) with AN69ST hemofilter (AN69ST-CHDF) in patients with septic shock. MATERIALS AND METHODS: A prospective, multicenter, single-arm study was conducted. Patients with sepsis and shock defined by hyperlactemia were enrolled. The patients were treated with CHDF and in accordance with the Surviving Sepsis Campaign guidelines (SSCG). RESULTS: Thirty-four patients were enrolled. On ICU admission, the mean blood IL-6 level was 44,800 +/- 77,700 pg/ml, and the mean blood lactate level was 69.0 +/- 49.4 mg/dl. Both the mean blood IL-6 and lactate levels had significantly decreased to normal ranges after 72 h of AN69ST-CHDF. Though the mean APACHE II score was 32.7 +/- 9.8, 28-day survival was 73.5%. CONCLUSION: The current study suggested that adding AN69ST-CHDF to the treatments outlined in the SSCG might lead to good outcomes for patients with septic shock, probably via the removal of cytokines from the bloodstream."
41466902,Klebsiella aerogenes Causing Mitral Valve Infective Endocarditis With Multiple Septic Emboli to the Brain: A Case Report.,2025,"Klebsiella aerogenes is a Gram-negative bacterium commonly associated with urinary tract infections (UTIs); however, it can occasionally cause bloodstream infections and, rarely, infective endocarditis (IE). Severe complications related to K. aerogenes bloodstream infections, such as systemic embolization, have been described in the literature. In this report, we describe a case of K. aerogenes IE in an elderly male patient who initially presented to urgent care with a UTI. He had been diagnosed and prescribed a course of oral antibiotics; however, the treatment failed due to antimicrobial resistance. This led to the development of bacteremia and sepsis requiring hospital admission. He later developed endocarditis as confirmed by echocardiography, which was complicated by mitral regurgitation, respiratory failure, and multiple embolic central nervous system (CNS) strokes. He was treated with intravenous (IV) antibiotics and assessed by cardiac surgery, though operative management was deferred until his overall condition improved. This case underscores the importance of early recognition and timely management of IE in patients with persistent Klebsiella bacteremia unresponsive to initial therapy, emphasizing a multidisciplinary approach to achieve optimal outcomes, especially when dealing with such rare causative organisms."
25523318,Staphylococcus saprophyticus bacteremia after ESWL in an immunocompetent woman.,2015,"Staphylococcus saprophyticus is a well-known cause of uncomplicated urinary tract infections, especially in young and sexually active women. Presence in blood cultures is rare and often attributed to contamination. When bacteremia is significant, it occurs mostly in patients with hematologic malignancies and is predominantly catheter-related. However, we describe a case of significant bacteremia with S. saprophyticus associated with urinary tract infection after extracorporeal shock wave lithotripsy of an ureterolithiasis in an otherwise healthy patient."
20102099,Multiple recurrence of hydatid disease lasted 19 years.,2009,"Hydatid disease (echinococcosis) is a potentially fatal parasitosis caused by tapeworm larvae of the genus Echinococcus which affects primarily the liver and the lungs. However, despite effective medical and surgical treatment, risk of recurrence remains the main problem in the treatment of the disease. We describe here a rare case of multiple recurrence of hydatid disease that lasted more than 19 years. The patient presented with multiple cysts of the liver and dissemination to the lung. The way of dissemination remained unclear and speculative. Despite surgical and intensive medical treatment the disease progressed and the patient died in septic shock."
16293007,"Dermagraft, a bioengineered human dermal equivalent for the treatment of chronic nonhealing diabetic foot ulcer.",2004,"Chronic nonhealing diabetic foot ulcers are a common medical problem that may precede severe complications such as infection, sepsis and limb loss. Current standard methods of treatment are aimed at removing necrotic debris, controlling infection, and relieving chronic pressure on the wound. Unfortunately, healing rates are poor with standard treatment, averaging 12-20 weeks in clinical trials. A new strategy for the treatment of diabetic foot ulcers has been developed through tissue engineering, allowing the application of healthy living skin cells to assist in the healing process. It is hoped that the living tissue will release appropriate quantities of growth factors, cytokines and other proteins to stimulate the chronic wound bed and accelerate healing. Dermagraft (Smith & Nephew) is a neonatal-derived bioengineered tissue comprised of dermal fibroblasts. In this article, the structure and behavior of this tissue will be examined, focusing particularly on the randomized clinical trials performed to justify its use in diabetic foot ulcers."
41509090,Infection rates of trans-perineal versus trans-rectal prostate biopsy: A Middle Eastern tertiary center experience-Time for a change?,2026,"INTRODUCTION: Prostate cancer is the most diagnosed cancer in men, with transrectal ultrasound-guided (TRUS) biopsy being the most frequently used method of tissue diagnosis in the past. With the introduction of the new modality of trans-perineal (TP) ultrasound-guided prostate biopsy, urologists and radiologists adopted this new technique for the decreased rate of complications such as urinary tract infections, bacteremia, sepsis and the avoidance of antimicrobial prophylaxis. We aim to compare the infectious rates of TRUS versus TP biopsy from our Middle Eastern tertiary care center. METHODS: Retrospective data was collected on patients from our medical records from May 2019 till December 2023 at our institution. The data included adult male patients aged 18 years and above undergoing TP or TRUS prostate biopsy. Patients with positive urine culture before biopsy were excluded. Electronic medical records, pathology and laboratory reports were reviewed to collect patient-related data including age, BMI, smoking, alcohol consumption, medical history and comorbidities. In addition, variables related to the procedure type, the target lesion location, antibiotic prophylaxis, bowl preparation, number of cores taken, and laterality of the tumor were included. RESULTS: A total of 745 patients underwent an ultrasound guided prostate biopsy performed by 6 attending urologists at our institution. Among them, 157 (21.1%) patients underwent TRUS biopsy, while 588 (78.9%) underwent TP biopsy. Within one month of the biopsy, 13 patients (1.7%) developed UTI. 6 of them had TRUS (4.1%), and 7 had TP (1.2%) with p = 0.03. Four patients required hospital admission for fever and bacteremia, all of which had undergone TRUS biopsy with hospital stay from 2-5 days receiving meropenem, ciprofloxacin, cefixime or Bactrim. CONCLUSION: TP prostate biopsy carries a lower risk of infectious complications and requires no antibiotic prophylaxis compared to TRUS biopsy of the prostate. These results advocate the superiority of the use of TP biopsy over TRUS biopsy."
25510301,"Incidence, characteristics and outcome of ICU-acquired candidemia in India.",2015,"PURPOSE: A systematic epidemiological study on intensive care unit (ICU)-acquired candidemia across India. METHOD: A prospective, nationwide, multicentric, observational study was conducted at 27 Indian ICUs. Consecutive patients who acquired candidemia after ICU admission were enrolled during April 2011 through September 2012. Clinical and laboratory variables of these patients were recorded. The present study is an analysis of data specific for adult patients. RESULTS: Among 1,400 ICU-acquired candidemia cases (overall incidence of 6.51 cases/1,000 ICU admission), 65.2 % were adult. Though the study confirmed the already known risk factors for candidemia, the acquisition occurred early after admission to ICU (median 8 days; interquartile range 4-15 days), even infecting patients with lower APACHE II score at admission (median 17.0; mean +/- SD 17.2 +/- 5.9; interquartile range 14-20). The important finding of the study was the vast spectrum of agents (31 Candida species) causing candidemia and a high rate of isolation of Candida tropicalis (41.6 %). Azole and multidrug resistance were seen in 11.8 and 1.9 % of isolates. Public sector hospitals reported a significantly higher presence of the relatively resistant C. auris (8.2 vs. 3.9 %; p = 0.008) and C. rugosa (5.6 vs. 1.5 %; p = 0.001). The 30-day crude and attributable mortality rates of candidemia patients were 44.7 and 19.6 %, respectively. Logistic regression analysis revealed significant independent predictors of mortality including admission to public sector hospital, APACHE II score at admission, underlying renal failure, central venous catheterization and steroid therapy. CONCLUSION: The study highlighted a high burden of candidemia in Indian ICUs, early onset after ICU admission, higher risk despite less severe physiology score at admission and a vast spectrum of agents causing the disease with predominance of C. tropicalis."
20013257,Pharmacokinetics of linezolid in septic patients with and without extended dialysis.,2010,"PURPOSE: Linezolid is an option for the treatment of infections caused by multiresistant Gram-positive bacteria. The survival of critically ill patients with acute renal failure (ARF) can be improved by increasing the dose of renal replacement therapy. Extended (daily) dialysis (ED) is a new and important approach to renal replacement therapy in intensive care units. The aim of the study was to evaluate the pharmacokinetics of linezolid in septic patients without ED and on ED, respectively. METHODS: We studied the pharmacokinetics of linezolid in adult intensive care patients with sepsis (n = 5) and anuric septic patients with ARF being treated with ED (n = 10). Linezolid 600 mg was administered intravenously twice daily. The pharmacokinetic parameters, their variability, and possible covariates were analyzed using NONMEM. RESULTS: The pharmacokinetics of linezolid followed a two-compartment model with clearance (Cl) = 0.159 L h(-1) kg(-1) +/- 51% (population mean +/- interindividual variability), central volume of distribution (V(1)) = 0.273 L/kg +/- 21%, intercompartmental clearance (Q) = 0.369 L h(-1) kg(-1), and peripheral volume of distribution (V(2)) = 0.271 L/kg. The clearance in ED patients while on dialysis was increased by 3.5 L/h, and patients with liver transplantation/resection had their clearance reduced by 60%. Intra-individual variability was much smaller than inter-individual variability. CONCLUSIONS: Our results suggest that linezolid pharmacokinetics in critically ill patients with ARF undergoing ED is not comparable to that in healthy subjects and patients without ARF. The best method of managing linezolid dosage in such a complex group of patients, whose physiology can vary daily, would be to use therapeutic drug monitoring."
